Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diagnosis,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,Tissue
SRR9666846,OTHER,252,14873476,PRJNA453621,SAMN12249203,6141260,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",healthy,SRX6427648,GSM3936643,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936643,Feces,SRP142644,human fecal tissue
SRR9666847,OTHER,252,10029118,PRJNA453621,SAMN12249202,4249002,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",healthy,SRX6427649,GSM3936644,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936644,Feces,SRP142644,human fecal tissue
SRR9666848,OTHER,252,13078718,PRJNA453621,SAMN12249201,5354072,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX6427650,GSM3936645,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936645,Feces,SRP142644,human fecal tissue
SRR9666849,OTHER,252,12552042,PRJNA453621,SAMN12249200,5280916,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",healthy,SRX6427667,GSM3936646,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936646,Feces,SRP142644,human fecal tissue
SRR9666850,OTHER,252,13447208,PRJNA453621,SAMN12249199,5576865,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",healthy,SRX6427668,GSM3936647,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:59:00Z,1,GSM3936647,Feces,SRP142644,human fecal tissue
SRR9666851,OTHER,252,11373329,PRJNA453621,SAMN12249198,4760518,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",healthy,SRX6427669,GSM3936648,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936648,Feces,SRP142644,human fecal tissue
SRR9666852,OTHER,252,11388613,PRJNA453621,SAMN12249197,4525194,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",healthy,SRX6427670,GSM3936649,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936649,Feces,SRP142644,human fecal tissue
SRR9666853,OTHER,252,11116565,PRJNA453621,SAMN12249196,4655127,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",healthy,SRX6427671,GSM3936650,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936650,Feces,SRP142644,human fecal tissue
SRR9666854,OTHER,252,10312024,PRJNA453621,SAMN12249195,4337881,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",healthy,SRX6427672,GSM3936651,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936651,Feces,SRP142644,human fecal tissue
SRR9666855,OTHER,252,14409854,PRJNA453621,SAMN12249194,6032213,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",healthy,SRX6427673,GSM3936652,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:56:00Z,1,GSM3936652,Feces,SRP142644,human fecal tissue
SRR9666856,OTHER,252,13669550,PRJNA453621,SAMN12249193,5644941,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",healthy,SRX6427674,GSM3936653,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:59:00Z,1,GSM3936653,Feces,SRP142644,human fecal tissue
SRR9666857,OTHER,252,11879337,PRJNA453621,SAMN12249192,4665250,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",healthy,SRX6427675,GSM3936654,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936654,Feces,SRP142644,human fecal tissue
SRR9666858,OTHER,252,14788738,PRJNA453621,SAMN12249191,6131720,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",healthy,SRX6427676,GSM3936655,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:55:00Z,1,GSM3936655,Feces,SRP142644,human fecal tissue
SRR9666859,OTHER,252,12271334,PRJNA453621,SAMN12249190,5037904,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",healthy,SRX6427677,GSM3936656,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:40:00Z,1,GSM3936656,Feces,SRP142644,human fecal tissue
SRR9666860,OTHER,252,12231977,PRJNA453621,SAMN12249189,5130779,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",healthy,SRX6427678,GSM3936657,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936657,Feces,SRP142644,human fecal tissue
SRR9666861,OTHER,252,12079137,PRJNA453621,SAMN12249188,5026277,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",healthy,SRX6427679,GSM3936658,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936658,Feces,SRP142644,human fecal tissue
SRR9666862,OTHER,252,12141799,PRJNA453621,SAMN12249187,5023545,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",healthy,SRX6427680,GSM3936659,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936659,Feces,SRP142644,human fecal tissue
SRR9666863,OTHER,252,8582110,PRJNA453621,SAMN12249186,3531176,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",healthy,SRX6427681,GSM3936660,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936660,Feces,SRP142644,human fecal tissue
SRR9666864,OTHER,252,11482663,PRJNA453621,SAMN12249185,4676489,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427682,GSM3936661,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:46:00Z,1,GSM3936661,Feces,SRP142644,human fecal tissue
SRR9666865,OTHER,252,12710075,PRJNA453621,SAMN12249184,5239382,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427697,GSM3936662,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:40:00Z,1,GSM3936662,Feces,SRP142644,human fecal tissue
SRR9666866,OTHER,252,12130383,PRJNA453621,SAMN12249183,5040436,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427698,GSM3936663,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936663,Feces,SRP142644,human fecal tissue
SRR9666867,OTHER,252,12756972,PRJNA453621,SAMN12249182,5381191,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427699,GSM3936664,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936664,Feces,SRP142644,human fecal tissue
SRR9666868,OTHER,252,13985526,PRJNA453621,SAMN12249181,5771404,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427700,GSM3936665,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936665,Feces,SRP142644,human fecal tissue
SRR9666869,OTHER,252,11869365,PRJNA453621,SAMN12249180,4889899,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427701,GSM3936666,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936666,Feces,SRP142644,human fecal tissue
SRR9666871,OTHER,252,10671847,PRJNA453621,SAMN12249222,4484000,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427703,GSM3936668,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936668,Feces,SRP142644,human fecal tissue
SRR9666872,OTHER,252,11367011,PRJNA453621,SAMN12249221,4711699,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427704,GSM3936669,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936669,Feces,SRP142644,human fecal tissue
SRR9666873,OTHER,252,15128121,PRJNA453621,SAMN12249220,6257910,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427705,GSM3936670,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:46:00Z,1,GSM3936670,Feces,SRP142644,human fecal tissue
SRR9666874,OTHER,252,12498236,PRJNA453621,SAMN12249342,5249252,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427706,GSM3936671,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936671,Feces,SRP142644,human fecal tissue
SRR9666875,OTHER,252,12432491,PRJNA453621,SAMN12249341,5241349,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427707,GSM3936672,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936672,Feces,SRP142644,human fecal tissue
SRR9666876,OTHER,252,14651780,PRJNA453621,SAMN12249340,6114977,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427708,GSM3936673,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936673,Feces,SRP142644,human fecal tissue
SRR9666877,OTHER,252,12486325,PRJNA453621,SAMN12249339,5297393,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427709,GSM3936674,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:56:00Z,1,GSM3936674,Feces,SRP142644,human fecal tissue
SRR9666878,OTHER,252,12477657,PRJNA453621,SAMN12249338,5192353,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427710,GSM3936675,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936675,Feces,SRP142644,human fecal tissue
SRR9666879,OTHER,252,13153745,PRJNA453621,SAMN12249337,5538318,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427711,GSM3936676,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936676,Feces,SRP142644,human fecal tissue
SRR9666880,OTHER,252,14352424,PRJNA453621,SAMN12249336,6007062,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427712,GSM3936677,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:56:00Z,1,GSM3936677,Feces,SRP142644,human fecal tissue
SRR9666882,OTHER,252,14982811,PRJNA453621,SAMN12249334,6185472,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427460,GSM3936679,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936679,Feces,SRP142644,human fecal tissue
SRR9666883,OTHER,252,14815562,PRJNA453621,SAMN12249333,6141769,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427461,GSM3936680,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936680,Feces,SRP142644,human fecal tissue
SRR9666884,OTHER,252,11426414,PRJNA453621,SAMN12249332,4784928,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427462,GSM3936681,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936681,Feces,SRP142644,human fecal tissue
SRR9666885,OTHER,252,14447131,PRJNA453621,SAMN12249331,5964270,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427463,GSM3936682,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936682,Feces,SRP142644,human fecal tissue
SRR9666886,OTHER,252,11940363,PRJNA453621,SAMN12249330,4985265,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427464,GSM3936683,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936683,Feces,SRP142644,human fecal tissue
SRR9666887,OTHER,252,12520595,PRJNA453621,SAMN12249329,5228005,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427465,GSM3936684,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936684,Feces,SRP142644,human fecal tissue
SRR9666888,OTHER,252,10586111,PRJNA453621,SAMN12249380,4429829,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427466,GSM3936685,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936685,Feces,SRP142644,human fecal tissue
SRR9666889,OTHER,252,11026508,PRJNA453621,SAMN12249379,4649692,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427467,GSM3936686,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936686,Feces,SRP142644,human fecal tissue
SRR9666890,OTHER,252,14981010,PRJNA453621,SAMN12249378,6269561,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427468,GSM3936687,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936687,Feces,SRP142644,human fecal tissue
SRR9666891,OTHER,252,13602918,PRJNA453621,SAMN12249377,5639042,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427469,GSM3936688,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936688,Feces,SRP142644,human fecal tissue
SRR9666892,OTHER,252,12666564,PRJNA453621,SAMN12249376,5311147,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427470,GSM3936689,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936689,Feces,SRP142644,human fecal tissue
SRR9666893,OTHER,252,11545720,PRJNA453621,SAMN12249375,4784328,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427471,GSM3936690,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936690,Feces,SRP142644,human fecal tissue
SRR9666894,OTHER,252,13183079,PRJNA453621,SAMN12249374,5558743,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427472,GSM3936691,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936691,Feces,SRP142644,human fecal tissue
SRR9666895,OTHER,252,14877284,PRJNA453621,SAMN12249373,6210146,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427473,GSM3936692,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:56:00Z,1,GSM3936692,Feces,SRP142644,human fecal tissue
SRR9666896,OTHER,252,14335092,PRJNA453621,SAMN12249372,5923158,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427474,GSM3936693,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936693,Feces,SRP142644,human fecal tissue
SRR9666897,OTHER,252,13585709,PRJNA453621,SAMN12249371,5679118,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427491,GSM3936694,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936694,Feces,SRP142644,human fecal tissue
SRR9666899,OTHER,252,13970221,PRJNA453621,SAMN12249369,5840616,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427493,GSM3936696,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936696,Feces,SRP142644,human fecal tissue
SRR9666900,OTHER,252,12655943,PRJNA453621,SAMN12249368,5297898,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427494,GSM3936697,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936697,Feces,SRP142644,human fecal tissue
SRR9666901,OTHER,252,14563000,PRJNA453621,SAMN12249367,5954924,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427495,GSM3936698,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:47:00Z,1,GSM3936698,Feces,SRP142644,human fecal tissue
SRR9666902,OTHER,252,11142270,PRJNA453621,SAMN12249219,4419267,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427496,GSM3936699,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936699,Feces,SRP142644,human fecal tissue
SRR9666903,OTHER,252,11325301,PRJNA453621,SAMN12249218,4746581,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427497,GSM3936700,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:56:00Z,1,GSM3936700,Feces,SRP142644,human fecal tissue
SRR9666904,OTHER,252,11306507,PRJNA453621,SAMN12249217,4691825,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",autism spectrum disorder,SRX6427498,GSM3936701,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936701,Feces,SRP142644,human fecal tissue
SRR9666906,OTHER,252,13836205,PRJNA453621,SAMN12249215,5685280,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427500,GSM3936703,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936703,Feces,SRP142644,human fecal tissue
SRR9666907,OTHER,252,12608135,PRJNA453621,SAMN12249214,5307315,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",autism spectrum disorder,SRX6427501,GSM3936704,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936704,Feces,SRP142644,human fecal tissue
SRR9666908,OTHER,252,14140188,PRJNA453621,SAMN12249213,5870773,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",autism spectrum disorder,SRX6427502,GSM3936705,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:53:00Z,1,GSM3936705,Feces,SRP142644,human fecal tissue
SRR9666909,OTHER,252,12556325,PRJNA453621,SAMN12249212,5160412,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427503,GSM3936706,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936706,Feces,SRP142644,human fecal tissue
SRR9666910,OTHER,252,12374794,PRJNA453621,SAMN12249211,5137063,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427504,GSM3936707,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936707,Feces,SRP142644,human fecal tissue
SRR9666911,OTHER,252,15347878,PRJNA453621,SAMN12249210,6264947,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",autism spectrum disorder,SRX6427505,GSM3936708,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936708,Feces,SRP142644,human fecal tissue
SRR9666912,OTHER,252,11910868,PRJNA453621,SAMN12249209,4891015,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427506,GSM3936709,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:52:00Z,1,GSM3936709,Feces,SRP142644,human fecal tissue
SRR9666914,OTHER,252,13742318,PRJNA453621,SAMN12249207,5724651,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",autism spectrum disorder,SRX6427524,GSM3936711,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:33:00Z,1,GSM3936711,Feces,SRP142644,human fecal tissue
SRR9666915,OTHER,252,12530002,PRJNA453621,SAMN12249244,5232489,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",autism spectrum disorder,SRX6427525,GSM3936712,Illumina HiSeq 2500,SINGLE,other,GENOMIC,feces metagenome,ILLUMINA,2020-10-02T00:00:00Z,2019-07-10T11:51:00Z,1,GSM3936712,Feces,SRP142644,human fecal tissue
